Place,Helmname,Fleet,Sail No,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Zack Peaple,Youth Men,GBR-12,28.23,28.21,28.22
2,Scott Norman,Youth Men,GBR-75,26.98,26.76,26.87
