Place,HelmName,Fleet,Sail No
1,Cédric Bordes,Windfoil Open,FRA-91
2,Antoine Albeau,Windfoil Open,FRA-192
3,Cyril Evrard,Windfoil Open,BEL-250
4,Matteo Iachino,Windfoil Open,ITA-140
5,William Huppert,Windfoil Open,FRA-330
6,Nicolas Warembourg,Windfoil Open,FRA-531
7,Theo di Lello,Windfoil Open,FRA-19
8,Brendan Lorho,Windfoil Open,FRA-113
9,Sébastien Bourgeois,Windfoil Open,FRA-665
10,Blanca Alabau,Windfoil Open,ESP-3
11,Michael George,Windfoil Open,GBR-888
