Place,HelmName,Fleet,Sail No
1,Jenna Gibson,Windsurf Women,GBR-96
2,Heidi Ulrich,Windsurf Women,SUI-204
3,Melek Toraman,Windsurf Women,GER-214
4,Luisa Kolmer,Windsurf Women,GER-999
