Place,HelmName,Fleet,Sail No
1,William Huppert,Windfoil Open,FRA-330
2,Matteo Iachino,Windfoil Open,ITA-140
3,Cyril Evrard,Windfoil Open,BEL-250
4,Nicolas Warembourg,Windfoil Open,FRA-531
5,Cédric Bordes,Windfoil Open,FRA-91
6,Antoine Albeau,Windfoil Open,FRA-192
7,Theo di Lello,Windfoil Open,FRA-19
8,Sébastien Bourgeois,Windfoil Open,FRA-665
9,Blanca Alabau,Windfoil Open,ESP-3
10,Brendan Lorho,Windfoil Open,FRA-113
11,Michael George,Windfoil Open,GBR-888
12,Jenna Gibson,Windfoil Open,GBR-96
