Place,HelmName,Fleet,Sail No
1,Richard Hobson,Windfoil Open,GBR-80
2,Joe Adams,Windfoil Open,GBR-710
3,Denis Gordo,Windfoil Open,GBR-300
4,Chris Cunningham,Windfoil Open,GBR-160
5,Mark McCafferty,Windfoil Open,GBR-450
6,Mia Adcock,Windfoil Open,GBR-540
7,Paul Wakelin,Windfoil Open,GBR-370
8,Zara Davis,Windfoil Open,GBR-900
9,John-Paul Standish,Windfoil Open,GBR-600
10,Mark Salvage,Windfoil Open,GBR-410
11,Zack Peaple,Windfoil Open,GBR-120
12,Simon Maguire,Windfoil Open,GBR-260
