Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Scott Norman,Youth Men,Gold Fleet,25.42,24.84,25.13
2,Zack Peaple,Youth Men,Gold Fleet,25.04,22.35,23.69
