Entrant ID,Motion ID,Start Date,End Date,File ID,First Name,Family Name,Craft Type
1001,663,2026-04-27,2026-05-06,BUOY_663,Kite,Label,Buoy
1002,664,2026-04-27,2026-05-06,BUOY_664,Kite,Label,Buoy
1003,667,2026-04-27,2026-05-06,BUOY_667,Kite,Label,Buoy
1004,668,2026-04-27,2026-05-06,BUOY_668,Kite,Label,Buoy
