Place,HelmName,Fleet,Sail No
1,Antoine Albeau,Windfoil Open,FRA-192
2,Theo di Lello,Windfoil Open,FRA-19
3,Nicolas Warembourg,Windfoil Open,FRA-531
4,Sébastien Bourgeois,Windfoil Open,FRA-665
5,Brendan Lorho,Windfoil Open,FRA-113
6,Michael George,Windfoil Open,GBR-888
