Place,HelmName,Fleet,Sail No
1,Michael George,Windsurf Men,GBR-20
2,Tim Bate,Windsurf Men,GBR-140
3,Scott Harrison,Windsurf Men,GBR-330
4,Jonny Kirton,Windsurf Men,GBR-520
