Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Ellie Aldridge,Women's Wingboard,Amateur,24.02,23.87,23.94
2,Helena Darvelid,Women's Wingboard,Amateur,17.85,17.71,17.78
