Place,HelmName,Fleet,Sail No
1,Scott Norman,Youth Men,GBR-750
2,Jonathan Ingram,Youth Men,GBR-470
3,Finnley Knight,Youth Men,GBR-730
4,Zack Peaple,Youth Men,GBR-120
5,Dylan Chick,Youth Men,GBR-640
6,Jack James York,Youth Men,GBR-880
