Place,HelmName,Fleet,Sail No
1,Finlay Chandler,Windfoil Open,GBR-790
2,Denis Gordo,Windfoil Open,GBR-300
3,Richard Hobson,Windfoil Open,GBR-80
4,Sullie Yelland,Windfoil Open,GBR-800
5,Paul Wakelin,Windfoil Open,GBR-370
6,Finn O'Gorman,Windfoil Open,GBR-820
7,Mark Salvage,Windfoil Open,GBR-410
