Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Scott Norman,Youth Men,Gold Fleet,22.69,22.57,22.63
2,Jonathan Ingram,Youth Men,Amateur,22.76,22.02,22.39
3,Finnley Knight,Youth Men,Amateur,21.97,21.79,21.88
4,Zack Peaple,Youth Men,Gold Fleet,21.43,21.28,21.35
5,Dylan Chick,Youth Men,Amateur,10.41,8.44,9.42
6,Jack James York,Youth Men,Amateur,7.29,6.46,6.88
