Place,HelmName,Fleet,Sail No
1,Matteo Iachino,Windfoil Open,ITA-140
2,William Huppert,Windfoil Open,FRA-330
3,Scotty Stallman,Windfoil Open,GBR-68
4,Antoine Albeau,Windfoil Open,FRA-192
5,Fabiem Mayou,Windfoil Open,?
