1,ALA8100BLA_8100_20250505_072647.oao,08:22:24,35.182,27.681,187.8
2,ALA8100BLA_8100_20250505_072647.oao,08:25:44,33.244,29.294,188.3
3,ALA8100BLA_8100_20250505_072647.oao,08:31:04,36.983,26.333,188.0
4,ALA8100BLA_8100_20250505_072647.oao,08:33:44,34.236,28.446,188.1
5,ALA8100BLA_8100_20250505_072647.oao,08:36:34,37.819,25.751,190.0
6,ALA8100BLA_8100_20250505_072647.oao,08:40:01,37.278,26.124,187.6
7,ALA8100BLA_8100_20250505_072647.oao,08:44:21,35.239,27.636,184.1
8,ALA8100BLA_8100_20250505_072647.oao,08:48:47,33.618,28.969,186.3
9,ALA8100BLA_8100_20250505_072647.oao,08:51:38,34.195,28.480,185.0
10,ALA8100BLA_8100_20250505_072647.oao,08:54:53,33.080,29.439,184.8
1,ALB8040ANT_8040_20250505_072639.oao,08:23:47,30.910,31.507,187.5
2,ALB8040ANT_8040_20250505_072639.oao,08:27:36,30.685,31.737,189.1
3,ALB8040ANT_8040_20250505_072639.oao,08:31:23,30.441,31.992,188.1
4,ALB8040ANT_8040_20250505_072639.oao,08:35:49,31.502,30.914,190.1
5,ALB8040ANT_8040_20250505_072639.oao,08:47:25,29.643,32.853,186.2
6,ALB8040ANT_8040_20250505_072639.oao,08:50:36,29.201,33.350,187.7
7,ALB8040ANT_8040_20250505_072639.oao,08:56:20,30.150,32.301,189.0
1,BOR7180CED_7180_20250505_072639.oao,08:33:29,32.692,29.789,187.9
2,BOR7180CED_7180_20250505_072639.oao,08:36:32,33.694,28.903,192.8
3,BOR7180CED_7180_20250505_072639.oao,08:43:56,30.094,32.360,185.0
4,BOR7180CED_7180_20250505_072639.oao,08:46:45,29.043,33.532,185.2
5,BOR7180CED_7180_20250505_072639.oao,08:51:10,29.636,32.861,183.8
6,BOR7180CED_7180_20250505_072639.oao,08:55:46,29.292,33.246,182.7
7,BOR7180CED_7180_20250505_072639.oao,09:00:44,30.250,32.194,183.5
1,BOU10350SEB_10350_20250505_072705.oao,08:24:12,33.253,29.287,187.8
2,BOU10350SEB_10350_20250505_072705.oao,08:31:38,33.830,28.787,185.7
3,BOU10350SEB_10350_20250505_072705.oao,08:42:10,33.224,29.312,185.3
4,BOU10350SEB_10350_20250505_072705.oao,08:47:39,33.579,29.002,185.1
5,BOU10350SEB_10350_20250505_072705.oao,08:50:52,32.658,29.821,184.1
6,BOU10350SEB_10350_20250505_072705.oao,08:54:10,33.128,29.397,183.3
1,EVR6560CYR_6560_20250505_072651.oao,08:23:10,29.175,33.381,187.5
2,EVR6560CYR_6560_20250505_072651.oao,08:28:43,30.185,32.263,185.3
3,EVR6560CYR_6560_20250505_072651.oao,08:41:30,29.876,32.597,184.8
4,EVR6560CYR_6560_20250505_072651.oao,08:44:12,30.395,32.040,185.7
5,EVR6560CYR_6560_20250505_072651.oao,08:47:11,29.739,32.747,182.6
6,EVR6560CYR_6560_20250505_072651.oao,08:50:02,29.122,33.441,183.1
7,EVR6560CYR_6560_20250505_072651.oao,08:52:46,30.430,32.003,183.1
8,EVR6560CYR_6560_20250505_072651.oao,08:55:33,29.629,32.868,185.8
9,EVR6560CYR_6560_20250505_072651.oao,08:58:39,31.028,31.387,184.9
1,GEO8610MIC_8610_20250505_072651.oao,08:53:05,36.332,26.805,186.6
1,HUP10330WIL_10330_20250505_072713.oao,08:24:40,29.341,33.191,189.0
2,HUP10330WIL_10330_20250505_072713.oao,08:29:54,30.551,31.877,185.7
3,HUP10330WIL_10330_20250505_072713.oao,08:35:38,29.330,33.204,185.0
4,HUP10330WIL_10330_20250505_072713.oao,08:42:24,29.561,32.944,184.2
5,HUP10330WIL_10330_20250505_072713.oao,08:51:45,29.039,33.537,186.2
6,HUP10330WIL_10330_20250505_072713.oao,08:54:55,28.676,33.961,185.5
7,HUP10330WIL_10330_20250505_072713.oao,09:00:49,30.242,32.202,183.6
1,IAC8580MAT_8580_20250505_072705.oao,08:22:30,30.096,32.359,187.0
2,IAC8580MAT_8580_20250505_072705.oao,08:25:24,29.366,33.163,188.0
3,IAC8580MAT_8580_20250505_072705.oao,08:31:16,30.850,31.568,184.7
4,IAC8580MAT_8580_20250505_072705.oao,08:34:34,31.557,30.860,186.6
5,IAC8580MAT_8580_20250505_072705.oao,08:37:54,35.316,27.576,189.4
6,IAC8580MAT_8580_20250505_072705.oao,08:41:05,31.020,31.395,186.2
7,IAC8580MAT_8580_20250505_072705.oao,08:43:55,30.359,32.078,184.6
8,IAC8580MAT_8580_20250505_072705.oao,08:47:19,30.267,32.176,182.9
9,IAC8580MAT_8580_20250505_072705.oao,08:50:27,29.047,33.527,186.2
10,IAC8580MAT_8580_20250505_072705.oao,08:53:42,30.000,32.462,186.3
11,IAC8580MAT_8580_20250505_072705.oao,09:00:41,31.324,31.090,184.4
1,LEL9350THE_9350_20250505_072657.oao,08:30:25,32.328,30.125,189.9
2,LEL9350THE_9350_20250505_072657.oao,08:34:09,31.248,31.166,189.7
3,LEL9350THE_9350_20250505_072657.oao,08:41:24,31.950,30.481,188.2
4,LEL9350THE_9350_20250505_072657.oao,08:44:37,31.929,30.501,187.4
5,LEL9350THE_9350_20250505_072657.oao,08:48:16,31.136,31.278,189.1
6,LEL9350THE_9350_20250505_072657.oao,08:51:44,30.194,32.254,188.1
7,LEL9350THE_9350_20250505_072657.oao,08:54:57,30.500,31.930,187.2
1,LOR8110BRE_8110_20250505_072721.oao,08:24:30,31.496,30.921,189.7
2,LOR8110BRE_8110_20250505_072721.oao,08:28:31,32.025,30.410,189.6
