1,ALA810BLA_810_20250505_072647.oao,14:24:38,30.918,31.499,192.2
2,ALA810BLA_810_20250505_072647.oao,14:43:47,34.488,28.238,192.1
3,ALA810BLA_810_20250505_072647.oao,15:08:32,29.796,32.684,191.6
4,ALA810BLA_810_20250505_072647.oao,15:21:59,33.924,28.707,192.9
5,ALA810BLA_810_20250505_072647.oao,15:30:46,31.997,30.436,191.8
1,ALB804ANT_804_20250505_072639.oao,14:26:16,29.513,32.998,192.2
2,ALB804ANT_804_20250505_072639.oao,14:48:01,27.000,36.069,191.9
3,ALB804ANT_804_20250505_072639.oao,15:09:41,28.901,33.696,191.7
1,BER869PAO_869_20250505_084031.oao,14:26:18,36.509,26.674,191.8
2,BER869PAO_869_20250505_084031.oao,14:43:15,30.293,32.148,190.6
3,BER869PAO_869_20250505_084031.oao,15:01:16,33.253,29.286,192.2
1,BOR718CED_718_20250505_072639.oao,14:24:52,27.676,35.188,191.6
2,BOR718CED_718_20250505_072639.oao,14:44:37,27.822,35.004,190.5
3,BOR718CED_718_20250505_072639.oao,15:03:30,26.313,37.011,189.7
4,BOR718CED_718_20250505_072639.oao,15:08:22,25.139,38.740,191.5
1,BOR814CHR_814_20250505_083619.oao,14:46:35,30.610,31.816,192.2
2,BOR814CHR_814_20250505_083619.oao,15:09:35,33.932,28.700,192.1
1,BOU870PAS_870_20250505_082913.oao,14:25:13,28.089,34.670,192.3
2,BOU870PAS_870_20250505_082913.oao,14:40:30,30.673,31.750,192.2
3,BOU870PAS_870_20250505_082913.oao,14:57:25,28.500,34.171,191.7
4,BOU870PAS_870_20250505_082913.oao,15:10:27,25.539,38.132,191.9
1,BOU1035SEB_1035_20250505_072705.oao,14:31:06,25.775,37.783,191.0
2,BOU1035SEB_1035_20250505_072705.oao,14:43:09,27.757,35.086,190.6
3,BOU1035SEB_1035_20250505_072705.oao,14:54:38,28.107,34.649,191.2
4,BOU1035SEB_1035_20250505_072705.oao,15:02:09,27.793,35.040,191.9
